fold num,imgid,label,feature1,feature2,feature3
0,3235339f-7b7b-423a-850a-0fd58ded4725___JR_FrgE.S 2791_final_masked.jpg,1,21558,455.5,703.2102387
3,32652b13-825d-4f14-9429-d7d5042061cf___JR_FrgE.S 8758_final_masked.jpg,1,143.5,88.5,1308.496597
5,32ef0219-fbb0-417c-abad-56021a2c1619___JR_FrgE.S 2893_final_masked.jpg,1,27125,176,819.0336134
6,330224ac-f2e0-4ace-ad1c-0f163894eaae___JR_FrgE.S 3083_final_masked.jpg,1,65,15.5,494.9015827
9,33bc7491-a0b2-4834-aec7-abad940e8684___JR_FrgE.S 8741_final_masked.jpg,1,23815.5,274.5,663.7127649
1,33f2ada7-3d14-4a85-9601-126da3eac03f___JR_FrgE.S 3022_final_masked.jpg,1,20732,55.5,795.1513636
3,34c37353-8429-499e-bd38-ac7501f79e90___FREC_Scab 3501_final_masked.jpg,1,186,1,1097.023509
4,34eb19d8-32a9-4c9b-829f-d0ed705c5f03___JR_FrgE.S 3064_final_masked.jpg,1,30212,423.5,874.523947
8,3590e70d-8ab1-453d-ae81-0f77bdda3f60___FREC_C.Rust 3824_final_masked.jpg,1,175.5,20,1301.408285
9,35b68c2b-4d91-484c-ab0c-6347ba6ce974___JR_FrgE.S 8615_final_masked.jpg,1,28245.5,1897,786.3401815
0,35ca99d4-5913-457a-b09c-3e90f6ef98a3___JR_FrgE.S 2947_final_masked.jpg,1,101,19.5,785.9797907
1,35f56736-d311-4e80-88a4-7ba12fd71985___JR_FrgE.S 2787_final_masked.jpg,1,39579,646.5,1440.011316
2,35fde58e-46ea-4d1b-9580-ead7a2d0cb3b___FREC_Scab 2952_final_masked.jpg,1,190,7,1336.905759
5,36836204-c6de-472e-90e4-6787ff74965e___JR_FrgE.S 8757_final_masked.jpg,1,34365,185,1303.124014
7,36e0efb7-95ff-4707-9d35-c213159af55c___JR_FrgE.S 8673_final_masked.jpg,1,185.5,65,1432.319972
9,37659856-0fc8-430b-871a-af4f0b557e49___FREC_Scab 3081_final_masked.jpg,1,178.5,11.5,1278.638733
1,37dc5845-507c-46f7-bfd9-f41407e6c813___JR_FrgE.S 8591_final_masked.jpg,1,39270,204.5,1145.62654
2,38167e03-c731-4cbf-a32c-b48a571fbc48___JR_FrgE.S 8630_final_masked.jpg,1,26586,2471,1018.790973
5,3908d563-a8f8-4206-b09e-1ae340e510af___JR_FrgE.S 3025_final_masked.jpg,1,185,41.5,1346.420477
6,39148cb8-c7fa-4760-b708-b4e399047bb6___JR_FrgE.S 2869_final_masked.jpg,1,36520,1316,1352.923004
7,394b4c4e-096d-4a4e-9498-8a18f240ab18___JR_FrgE.S 2855_final_masked.jpg,1,10887,75.5,684.3157963
8,39ab4ac8-5f68-448a-8b1f-dcba2e07d129___JR_FrgE.S 8798_final_masked.jpg,1,29318,249,1034.631593
0,39c257ad-8334-45e7-a4e1-f131bb4a7eee___JR_FrgE.S 3023_final_masked.jpg,1,39200,219,1468.236712
1,39cf3d6d-0324-4d2c-8a43-ee21f8b910c2___JR_FrgE.S 8603_final_masked.jpg,1,42752,469.5,1090.388952
2,3afb0100-58b4-4825-bfb4-037258cd5925___JR_FrgE.S 8755_final_masked.jpg,1,41538,161,1370.187941
5,3b364e42-9120-4ece-b0ea-2c39ce883cbb___JR_FrgE.S 2774_final_masked.jpg,1,38479,525.5,750.6244522
7,3bf50ea4-980e-471b-bbd1-fc0c526dbb7a___JR_FrgE.S 2905_final_masked.jpg,1,27633,1417.5,1033.418389
8,3bfaa3d6-96ab-4131-a569-ac6650045079___JR_FrgE.S 2890_final_masked.jpg,1,176.5,168.5,1598.261097
9,3c27bbd7-b305-4ab0-8a85-5061363cf632___FREC_Scab 3183_final_masked.jpg,1,170,25.5,1003.342269
0,3c2f46e3-9f96-4912-a9d5-7a046aa6a1b2___FREC_Scab 2967_final_masked.jpg,1,336,16,960.0285611
1,3c412dc8-dbe2-43db-92ba-28ce72f835f6___FREC_C.Rust 9930_final_masked.jpg,1,17661.5,4,553.9137753
2,3d33710d-c091-4dae-a491-ef813ea2d34b___JR_FrgE.S 2885_final_masked.jpg,1,75,30,617.9554055
9,3e340ca3-47d5-4a22-9f40-e91f3eea2be6___JR_FrgE.S 8747_final_masked.jpg,1,148.5,54.5,1339.325024
0,3e4303ad-6293-4522-821b-ef5dd3b658ce___FREC_C.Rust 3686_final_masked.jpg,1,26311.5,40,665.5117544
2,3eb26abb-a392-4cc4-9be2-d5e4bb8f3660___FREC_Scab 2969_final_masked.jpg,1,151,0.5,1043.200134
3,3ed38c3a-4c0a-4682-b39b-e0f7d1bf361b___JR_FrgE.S 2859_final_masked.jpg,1,35752,1400.5,1394.645873
4,3ee8f19d-38a4-4e9d-adc1-c8ab5e95ba60___JR_FrgE.S 2839_final_masked.jpg,1,25094.5,599.5,1202.555472
5,3ef4204e-d2c3-42b5-ac97-0eabb3d64b3f___JR_FrgE.S 8815_final_masked.jpg,1,42525,3368.5,1550.170696
6,3ef85bf3-728f-46d7-95cc-a5bddf34db98___FREC_C.Rust 3885_final_masked.jpg,1,125.5,9,1262.815358
8,3f7dbd31-47f7-45e4-aa23-42e23362a15d___JR_FrgE.S 2818_final_masked.jpg,1,72.5,13,688.6833273
0,3fb3806c-db88-491d-b9b0-191b3d5964cd___FREC_C.Rust 4130_final_masked.jpg,1,25756.5,17,663.3107439
1,3fe25d8e-4497-49bd-b4e0-9c7dd3c3c6cd___FREC_C.Rust 9960_final_masked.jpg,1,21342.5,32.5,634.3401815
2,402aad30-3914-4227-a9b4-4d40a49fae72___FREC_C.Rust 0230_final_masked.jpg,1,34503,427,1273.994071
3,40761a05-eac1-44d2-b543-7e83ee6507ba___FREC_C.Rust 3556_final_masked.jpg,1,14338.5,7,478.2569212
4,40780a98-eb5f-4de6-bbf8-bc89b7fb0825___JR_FrgE.S 8764_final_masked.jpg,1,21647,40.5,747.9554055
9,40e82aca-94d2-4237-bc27-d4a9c536b820___JR_FrgE.S 2926_final_masked.jpg,1,35571,371,1197.283394
0,4134586e-a00a-4c53-8f8d-c275ef0d5f5f___FREC_C.Rust 3676_final_masked.jpg,1,103,27.5,844.6072073
3,4186abb2-d07c-495c-9596-db575c3f7051___JR_FrgE.S 2891_final_masked.jpg,1,26400,144,790.9503531
7,42277cf4-c76e-4c00-b42f-6254f2cb8496___JR_FrgE.S 2771_final_masked.jpg,1,35280,929,1169.685415
8,4231e86c-5f4c-439c-be0f-1fa0274581c6___JR_FrgE.S 3067_final_masked.jpg,1,90.5,62,759.3107439
0,42bbd61a-bfa0-4adf-a064-407165f70ecf___FREC_C.Rust 4199_final_masked.jpg,1,23267,10,614.4406867
1,43712608-0fa2-4be2-91a0-242aca469cb4___FREC_Scab 2985_final_masked.jpg,1,189.5,7.5,1233.55042
3,43baab18-d60b-49df-b2d5-a27d16164317___JR_FrgE.S 8604_final_masked.jpg,1,38595,365.5,1371.851936
6,4444fa5c-3ad7-49cf-9384-8686b691e4b8___FREC_C.Rust 3600_final_masked.jpg,1,21305.5,49,632.7422024
8,445448e9-b429-45df-942d-fb46932540d7___JR_FrgE.S 2804_final_masked.jpg,1,117.5,4.5,813.1929938
9,4485494e-e310-49b5-9ca8-73608ec4e83c___FREC_C.Rust 3631_final_masked.jpg,1,191,29.5,1324.479352
0,448d1f3f-9794-4148-a180-7246ef9291cf___JR_FrgE.S 2930_final_masked.jpg,1,29535,332,732.3818116
6,45000608-507a-46f5-be52-3ee24d0fb47d___FREC_Scab 3113_final_masked.jpg,1,14256,410,627.754395
8,451b68a6-1b39-40c5-8669-f82af6de1eed___JR_FrgE.S 8737_final_masked.jpg,1,125.5,28,1003.560525
2,456a01fc-8db6-4068-96cb-3b1e4e5f77f1___JR_FrgE.S 2768_final_masked.jpg,1,67.5,25,801.0264732
6,461eeeb9-5bf1-4c0a-a7dd-6967917b4537___FREC_Scab 3098_final_masked.jpg,1,129.5,4.5,945.217379
8,464511a6-77d9-493f-bb3c-f151fb390f1b___JR_FrgE.S 8790_final_masked.jpg,1,272.5,43,1664.309868
9,46597071-9826-4f76-b853-083b76c5ef63___FREC_C.Rust 3666_final_masked.jpg,1,188,1.5,1502.077332
0,46aef257-999e-4158-9107-c5f5c7c8016a___FREC_C.Rust 4147_final_masked.jpg,1,22899.5,2602,693.369619
2,46c90409-1e99-4708-88da-ad8629ab5e9e___JR_FrgE.S 2856_final_masked.jpg,1,30772,133,926.1635562
3,46cfd121-d2e7-4a26-9c6f-5787457d200c___JR_FrgE.S 8669_final_masked.jpg,1,37296,198,1421.994071
5,4747a926-7eee-49a1-b28b-a8cc8a555fa7___JR_FrgE.S 2952_final_masked.jpg,1,165,90.5,1529.165644
7,47800fc6-b681-46ab-aec3-01076d650c5d___JR_FrgE.S 3051_final_masked.jpg,1,13884,125.5,557.9310203
9,47b996a0-b66a-4842-9da2-249ea1d62c38___JR_FrgE.S 2814_final_masked.jpg,1,168,53.5,1519.59205
0,47c17d6e-07d4-4523-978e-495edff13b00___JR_FrgE.S 3068_final_masked.jpg,1,166,132,1216.052946
2,47f6d143-687b-4755-88a0-932c985a2ee6___JR_FrgE.S 2785_final_masked.jpg,1,33150,713,868.0041759
4,48d6f0b4-71e8-418f-8558-b38b89ed3c0b___JR_FrgE.S 8569_final_masked.jpg,1,82.5,3,715.7960252
7,49064db7-4ee0-41bf-97b9-64a50d08ef8c___JR_FrgE.S 3046_final_masked.jpg,1,15048,194,600.6833273
1,497e0a24-9a4e-4ace-8aa3-d60751b03abe___JR_FrgE.S 8794_final_masked.jpg,1,22277.5,293.5,748.7665876
2,499e851c-5cd4-4ab9-9ff8-df01133aac08___JR_FrgE.S 2989_final_masked.jpg,1,169.5,155,1241.124014
3,4a2319e3-c6ab-4417-9154-ebabf0d1df4d___JR_FrgE.S 2854_final_masked.jpg,1,46.5,38.5,370.7766923
5,4a79c093-e813-4854-ba58-5b9e2831c7f0___JR_FrgE.S 2764_final_masked.jpg,1,13892,163.5,716.9432129
7,4abb2c64-458c-473b-bbe4-4b9bc69cd035___FREC_C.Rust 9974_final_masked.jpg,1,13459.5,6.5,524.7422024
1,4b5683c4-ef68-4439-b346-f76ea2c651da___JR_FrgE.S 8639_final_masked.jpg,1,27298.5,6.5,765.6538898
3,4b8414f0-fa9b-4195-90cb-608f6fd74d44___JR_FrgE.S 2999_final_masked.jpg,1,159.5,24.5,1288.295587
7,4bd5f28f-beb3-4b27-b4f1-7e94b332ef93___FREC_C.Rust 9932_final_masked.jpg,1,155.5,22,1318.295587
9,4c42eeae-508c-4ccd-b2d8-b720808bc28c___JR_FrgE.S 3020_final_masked.jpg,1,224.5,164.5,1604.001212
1,4cdea367-e77f-4d29-a99c-23ec18260ee9___JR_FrgE.S 3066_final_masked.jpg,1,99,60,918.6072073
5,4d79f0a2-0f8a-406b-84de-2c7e74027d6f___JR_FrgE.S 3061_final_masked.jpg,1,18615,161,633.8965304
6,4d7f4b74-59f6-431e-afa3-6fbbb9ac90ea___FREC_C.Rust 0145_final_masked.jpg,1,23940,1848,1189.768676
7,4dadb9f1-27b1-4d3c-8111-d1602febd585___JR_FrgE.S 8632_final_masked.jpg,1,31200,3888.5,909.8792855
8,4db0765f-5928-4254-b935-e6fcbec9deeb___JR_FrgE.S 3062_final_masked.jpg,1,35457,208,1186.798113
9,4db50338-6897-4d69-8147-717cae13879c___JR_FrgE.S 8645_final_masked.jpg,1,27393,71.5,793.6955199
0,4dc8e2a8-4374-488a-afc6-fd0ea7f15c88___FREC_C.Rust 3991_final_masked.jpg,1,165.5,19,1323.893566
1,4ddf4752-f02c-40ae-a2a8-19095f07137d___FREC_C.Rust 3733_final_masked.jpg,1,15050.5,5,564.8010775
2,4e1c6d80-4ab3-4c4b-9b4d-ecd62293569c___JR_FrgE.S 2773_final_masked.jpg,1,40592,644.5,1686.143347
4,4e469367-da28-4b4b-a06e-18d64f0433bc___FREC_C.Rust 4014_final_masked.jpg,1,23711,623,638.2396762
8,4eeaca51-3ca2-4afe-884a-d65c2e31e452___JR_FrgE.S 3026_final_masked.jpg,1,168.5,34.5,1403.34941
9,4eeb04f2-38b3-49be-a5d0-1c35450d8953___JR_FrgE.S 8714_final_masked.jpg,1,105.5,5.5,766.0214208
0,4ef8432c-0114-4c67-a5f0-a4935597dc68___JR_FrgE.S 8698_final_masked.jpg,1,24525,2,771.0681033
1,4f0b4e6f-49e8-4e53-8046-14723038601c___JR_FrgE.S 8575_final_masked.jpg,1,225.5,56.5,1246.011316
2,4f71c078-e0f6-4b05-a421-1b644f0e99a1___JR_FrgE.S 3016_final_masked.jpg,1,30968,184.5,1275.602155
3,4f9a2639-beb2-4e4c-a62d-805792a50f4e___JR_FrgE.S 2944_final_masked.jpg,1,215,67,1271.047894
4,4fcfd5b0-e312-41f4-a8cf-16976b5882fd___JR_FrgE.S 8589_final_masked.jpg,1,184.5,5.5,1378.177837
5,4fd1092b-5d44-420c-9ea1-b10dc775ecb9___JR_FrgE.S 2903_final_masked.jpg,1,16704,457.5,844.2224313
8,503fa8ad-36cc-41ea-997c-d61727a7677c___FREC_C.Rust 3842_final_masked.jpg,1,25613,46.5,671.1269784
0,50755673-3ea3-4e06-acbb-703413571a91___JR_FrgE.S 2879_final_masked.jpg,1,39360,460.5,1455.775816
1,507c6d2a-5fba-4f4c-9c44-9308f3ffdf69___JR_FrgE.S 3013_final_masked.jpg,1,36288,408.5,1647.658066
2,50afe8c7-d56e-4dd0-97b8-23a70ddca819___JR_FrgE.S 2750_final_masked.jpg,1,31524,717,944.1219261
4,50fa49cd-002e-4352-816e-c5df10dc5f3f___JR_FrgE.S 2950_final_masked.jpg,1,117.5,94.5,773.3351291
0,51c1787e-4570-43dc-91c3-6ae72c98128a___JR_FrgE.S 8706_final_masked.jpg,1,24794.5,11,745.7960252
1,51cda56c-a900-4f84-a576-8dde35b1231d___JR_FrgE.S 2863_final_masked.jpg,1,27840,1883.5,866.6072073
2,51ce3f1d-8418-4b7e-b091-dec14143d0b7___JR_FrgE.S 8579_final_masked.jpg,1,179,11.5,1638.444863
3,51f4101a-e126-4e3f-a06d-67befea24921___JR_FrgE.S 2939_final_masked.jpg,1,199,22,1335.248904
4,5271addc-c445-4af1-ba68-318c7b509e1f___FREC_C.Rust 3585_final_masked.jpg,1,21353,26,733.4701242
5,52a259e0-e323-4655-84e5-4588cb1c8ed6___JR_FrgE.S 2758_final_masked.jpg,1,21000,365.5,887.1686085
6,52c66129-6303-4aa4-97e7-8f1c0d24c57a___JR_FrgE.S 2759_final_masked.jpg,1,31886,1107.5,1332.028561
0,531e6670-eebf-48ac-a34c-53ea8db7d047___JR_FrgE.S 8571_final_masked.jpg,1,147.5,44,1473.408285
2,5367e167-14f3-4d65-bd93-4c4b693e0bc7___FREC_C.Rust 4109_final_masked.jpg,1,26138.5,12,651.8549002
3,536ce9e9-6c98-42c6-9447-f38073b3e9da___FREC_Scab 3222_final_masked.jpg,1,16874.5,675,583.0264732
5,5386aabe-1e7f-4688-ac5e-ade0e91318d4___JR_FrgE.S 8638_final_masked.jpg,1,28154,9.5,739.0092282
6,538ae10f-3137-4050-86f1-7439bc80e364___JR_FrgE.S 2766_final_masked.jpg,1,27132,541.5,1442.531087
7,53c066d8-f232-4312-bc1b-dd831ba73784___JR_FrgE.S 3065_final_masked.jpg,1,40656,386.5,1590.236712
1,5412de7d-df5d-4a05-be4b-e108811c4a3e___JR_FrgE.S 2820_final_masked.jpg,1,92.5,27,731.1097335
2,5435d1b3-2138-47ca-aca4-23cac9d1bb43___JR_FrgE.S 2779_final_masked.jpg,1,39610,1520.5,1443.290535
3,54f60420-248f-41f6-be1a-a0be7936005f___FREC_C.Rust 3801_final_masked.jpg,1,259,10,1337.50879
5,554089f3-ff67-45ff-9d9a-b0aba573df6a___JR_FrgE.S 2730_final_masked.jpg,1,21262,1682,617.1269784
7,559b0b4a-085d-46e6-b924-fce94fb8c375___JR_FrgE.S 2781_final_masked.jpg,1,24532.5,1310.5,761.9381605
8,55a48eef-2f73-458f-ab98-7d5110a4ea1b___JR_FrgE.S 2821_final_masked.jpg,1,178.5,32,1573.692556
0,56356abd-6e83-4bca-90ef-89cb6e68ea85___JR_FrgE.S 2786_final_masked.jpg,1,39672,703,980.5899624
2,56473ed3-436d-4ee1-842a-02bc4fba12e7___JR_FrgE.S 2847_final_masked.jpg,1,37464,329.5,1457.959581
3,56aa2b6a-6a51-4755-b314-0e9486c53075___JR_FrgE.S 8736_final_masked.jpg,1,21759.5,14,765.5361396
4,56bb2954-b463-4557-a438-594e09783513___JR_FrgE.S 8577_final_masked.jpg,1,100,51.5,759.3523741
5,56cc0223-46b0-44d3-ba43-66d3def44f1d___FREC_C.Rust 3834_final_masked.jpg,1,23394.5,22,601.369619
6,56d05ee6-f6d5-4c34-838e-4ff2c0592d5d___JR_FrgE.S 2822_final_masked.jpg,1,88.5,9,501.4873692
7,56d4cd7c-cb82-4944-b8a6-78ad6502b339___JR_FrgE.S 2955_final_masked.jpg,1,30504,85.5,630.1564159
8,57a522fe-b1f4-47e0-9b4c-b30635b402f7___FREC_C.Rust 4226_final_masked.jpg,1,139.5,1.5,1250.555472
9,57be14d8-a24b-4354-acce-98b3a47f4512___FREC_C.Rust 4057_final_masked.jpg,1,28184.5,10.5,703.3107439
0,57cbfc0a-6720-4672-bda8-e9ad59c0fefc___JR_FrgE.S 8651_final_masked.jpg,1,23827.5,16,675.9137753
1,58053fa6-04df-4c96-901e-924bdbcaaf1e___JR_FrgE.S 8774_final_masked.jpg,1,35109,644.5,1496.763623
2,5893bd90-486f-42cf-9fcd-a4dc1e208246___FREC_Scab 3236_final_masked.jpg,1,113.5,94,1187.986931
3,58c65e96-71e6-4176-bf47-24b529fa3aa6___JR_FrgE.S 8716_final_masked.jpg,1,28172,126,812.6660824
4,58c70126-b289-441f-a608-eff6a2df3762___FREC_C.Rust 3654_final_masked.jpg,1,31350,269.5,895.4528793
5,58da5350-ae11-490e-9c28-7b52970331f4___JR_FrgE.S 8616_final_masked.jpg,1,45066,1651.5,1533.39104
6,58ebc44b-c9b7-441b-9aa1-bfcc1b90e21e___JR_FrgE.S 8582_final_masked.jpg,1,122,27,1118.430582
7,5979896a-3aaa-4e0c-8b74-cfeda37cb166___JR_FrgE.S 2739_final_masked.jpg,1,98,8.5,881.8376553
8,5984db18-75d7-4c3a-be4b-74c3c0351887___JR_FrgE.S 8685_final_masked.jpg,1,19594,342,854.2224313
9,5990ed9f-ffe8-4622-bd26-e536ea5e1109___FREC_Scab 3042_final_masked.jpg,1,209,0,1151.935196
0,59bc1959-6712-4eeb-a58d-ab564851a8f5___JR_FrgE.S 8731_final_masked.jpg,1,23717.5,8.5,741.0264732
1,59c9641b-c84e-4595-8f2c-13b5f914aa4a___FREC_Scab 3060_final_masked.jpg,1,160,0,1379.023509
2,59cb2470-1e5e-4828-90f2-a22dacbb0fd6___JR_FrgE.S 8594_final_masked.jpg,1,105,4.5,812.9503531
3,5a178d63-372d-48c4-adb8-d616130ba3f0___FREC_Scab 3104_final_masked.jpg,1,100,0,937.2346239
4,5a41cc86-178f-488e-9d96-e63291247737___JR_FrgE.S 2984_final_masked.jpg,1,89,0,839.9797907
5,5a7cfbae-2b00-4f16-b1e9-eacd813a5378___JR_FrgE.S 2783_final_masked.jpg,1,42108,748,1428.479352
6,5a923f64-b733-47a7-90f5-2786cd9c85ce___FREC_Scab 3234_final_masked.jpg,1,127.5,0,1150.673223
7,5ac53fe2-9869-498b-b13c-fe8b3a5933b1___JR_FrgE.S 8678_final_masked.jpg,1,20274.5,89,787.0508584
8,5b047b56-77e8-4bbd-8b5c-7c72821b50f0___FREC_C.Rust 0101_final_masked.jpg,1,149,0,1264.052946
9,5b0cb1a1-e3ef-4503-8833-a8b013ab6e92___FREC_C.Rust 3599_final_masked.jpg,1,14562,18,487.0437181
0,5b1f2adb-5065-4b7f-8b51-bc5695ad5ebb___FREC_C.Rust 9802_final_masked.jpg,1,114,0,1138.974738
1,5b5a11ac-da33-4eb4-b0a3-2ef746f744f4___JR_FrgE.S 8576_final_masked.jpg,1,211,87.5,1533.959581
2,5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162_final_masked.jpg,1,189,29,1279.39104
3,5b9c8470-c6dc-4b79-b191-9dd6c82309c8___JR_FrgE.S 8580_final_masked.jpg,1,69,3.5,711.4112492
4,5ba35826-8831-4638-a443-5c28f80c4de8___FREC_C.Rust 0212_final_masked.jpg,1,20728,0,600.6416972
5,5c0af4dd-f185-4fc9-ae2c-a697a235d660___FREC_Scab 2955_final_masked.jpg,1,89.5,0,594.1980461
6,5c2677da-56e7-47bc-bc21-31a1db9ff5bf___FREC_C.Rust 9799_final_masked.jpg,1,20646.5,4,615.0853482
7,5c395ddb-11d6-40eb-8049-98c98cc4ec96___JR_FrgE.S 2928_final_masked.jpg,1,36072,208,1334.721993
8,5c65f741-4418-4e2d-b93e-b899d6244b11___JR_FrgE.S 8769_final_masked.jpg,1,20680,8.5,707.0437181
9,5c857785-58d0-4e74-8fff-dce904538692___JR_FrgE.S 2790_final_masked.jpg,1,30058,452,816.6833273
0,5c9da5f6-93f9-4fba-8adc-49a6392a7467___FREC_C.Rust 3909_final_masked.jpg,1,25111.5,3,663.1686085
1,5cc20b25-edc1-4ec9-afc8-c19a5ef1cfda___FREC_C.Rust 3540_final_masked.jpg,1,14436,216.5,780.523947
2,5cd3df15-31a2-4076-9d1a-8735fa1dccdf___FREC_Scab 3410_final_masked.jpg,1,121,0,786.063051
3,5d1c501f-ce9a-4538-ac05-bda251444cba___JR_FrgE.S 3035_final_masked.jpg,1,103,27.5,691.1513636
4,5d35cca0-8f51-4cfc-945a-1bd10fd62002___JR_FrgE.S 2966_final_masked.jpg,1,36512,496.5,1315.082384
5,5d398d0d-256d-4de5-8dcd-f3b455da2b76___FREC_Scab 3522_final_masked.jpg,1,74,2,605.4701242
6,5d4e82f2-d720-45fa-b913-13773583ee0f___FREC_C.Rust 4181_final_masked.jpg,1,131.5,0,1088.531087
7,5d85daec-3dd3-4c35-aceb-2a9cf0eb87ad___FREC_C.Rust 3710_final_masked.jpg,1,191.5,25,1250.295587
8,5db69c6b-f9c9-4a3f-b47a-ca6449023bdd___JR_FrgE.S 2757_final_masked.jpg,1,13104,62.5,444.3330412
9,5dbcba87-93fa-4c21-8abd-bc20c93b359f___FREC_Scab 3258_final_masked.jpg,1,78,0,448.5584369
0,5dea1611-b335-47f7-aa30-e6856f668c80___JR_FrgE.S 2968_final_masked.jpg,1,27520,457.5,786.7665876
1,5e917525-fa2f-473b-bed0-cd45b77f2388___JR_FrgE.S 2816_final_masked.jpg,1,65,9.5,501.3868639
2,5e96dd82-f2d2-4a19-a9cd-46165d6623f9___FREC_Scab 3218_final_masked.jpg,1,113.5,0,1215.50165
3,5eb564a6-cd74-4c90-95d9-611a6301369d___FREC_Scab 3099_final_masked.jpg,1,169,0,1192.253957
4,5eba8ca8-b4f7-4f49-9481-9703adc53678___FREC_C.Rust 3732_final_masked.jpg,1,18323.5,2.5,613.9137753
5,5f312356-04d0-44d0-ba06-4e3c33907b03___FREC_Scab 3349_final_masked.jpg,1,31,0,501.7056246
6,5f569320-f84c-4a08-b414-1fd93f7e382b___JR_FrgE.S 8661_final_masked.jpg,1,56.5,0,380.8599526
7,5fcb921d-3329-443c-a708-37c3943f5493___FREC_Scab 2987_final_masked.jpg,1,116.5,1,791.3351291
8,60226bd7-db11-4d7e-ba29-a5136f6bebe0___FREC_Scab 3470_final_masked.jpg,1,205.5,0,1272.805253
9,60a8b7ad-7039-4c35-82da-ad011a1e856e___JR_FrgE.S 2805_final_masked.jpg,1,138,0,1375.141259
0,60dec11d-0e49-4bb4-b7ce-ecf90f8ac028___JR_FrgE.S 3042_final_masked.jpg,1,36498,197.5,1082.330077
1,60e1b273-cedb-4003-a197-014832ed51fa___JR_FrgE.S 8684_final_masked.jpg,1,38520,497,885.5188947
2,60ecab05-90df-45d5-8a50-edb8635aac87___FREC_C.Rust 4155_final_masked.jpg,1,29452,908,966.9503531
3,60f3ba82-caf1-4cf7-998c-b0005458fa38___FREC_Scab 3226_final_masked.jpg,1,182.5,0,1442.805253
4,6105e3bd-339c-47bd-9764-4ba9b7059a6b___FREC_Scab 3096_final_masked.jpg,1,48.5,0,450.232536
5,61373045-a7a5-4213-94fb-7d81638d5561___FREC_Scab 3430_final_masked.jpg,1,144,0,996.7148528
6,61643f40-eb9a-4c6b-8de5-c12319fc7680___FREC_Scab 3114_final_masked.jpg,1,112,0,1099.66103
7,6171eecd-e385-4010-b9cd-5982f4674fee___FREC_Scab 2911_final_masked.jpg,1,20210,0,602.2985513
8,623fb084-dbac-42fb-b636-7cfcb89ba9f6___FREC_Scab 3437_final_masked.jpg,1,78,0,498.8427076
9,62c3478f-3ab0-48df-962f-9d7782ec364d___FREC_Scab 2925_final_masked.jpg,1,177,0,1073.910811
0,62cc4916-2674-472e-a48c-0ce986aa85e3___JR_FrgE.S 8793_final_masked.jpg,1,24263,286.5,761.2102387
1,62da4031-70ae-4d8b-8beb-c5dc7b9b12f0___JR_FrgE.S 2832_final_masked.jpg,1,58.5,0,621.9726504
2,62f548e4-13e0-4e62-bcbc-2bc2c68251f3___FREC_Scab 3273_final_masked.jpg,1,168,0,1137.224519
3,6330666e-a1cc-48c5-8e60-64cdf531c294___JR_FrgE.S 8795_final_masked.jpg,1,19423.5,121.5,751.5950147
4,6344cfa8-2c26-4498-b366-817d56285212___FREC_Scab 2964_final_masked.jpg,1,102.5,94,745.5950147
5,6383ae21-b6d0-4b70-bc85-ba2640aa7af2___JR_FrgE.S 8754_final_masked.jpg,1,44288,252.5,1609.658066
6,63a29431-0e93-4e5d-b28d-3956edd10d01___FREC_Scab 3197_final_masked.jpg,1,139,0,914.2884467
7,63cf5c0e-0a65-4261-9034-ba75466ee918___FREC_Scab 3385_final_masked.jpg,1,151.5,0,1475.751431
8,63e1d796-f00e-4c24-9871-2eae6f9c9ced___FREC_Scab 3078_final_masked.jpg,1,149,0,1100.655978
9,64577b36-9701-43be-a559-10f787f2d185___JR_FrgE.S 8611_final_masked.jpg,1,45500,1731,1485.859076
0,64863bd8-baca-47b6-b07b-516df2659919___FREC_Scab 3149_final_masked.jpg,1,155,0,1064.798113
1,64b3612f-e972-44c5-8ef0-c9ac194c34a9___JR_FrgE.S 8623_final_masked.jpg,1,115.5,13,1283.50165
8,65e6c212-6363-4ba2-8245-52c5266efad0___JR_FrgE.S 8625_final_masked.jpg,1,202,21,1541.734186
9,661a0919-e47a-4fcb-a815-d6ba84c17d93___JR_FrgE.S 2864_final_masked.jpg,1,41412,1029,1638.042842
0,6639559d-7af6-40b0-9677-a8dcfe036435___FREC_Scab 3342_final_masked.jpg,1,93.5,0,762.0802959
1,663ad178-6346-4b89-8074-6655f1be1578___FREC_Scab 3500_final_masked.jpg,1,103,0,628.1808012
2,6643566f-d980-4bdb-88d7-4d3ab3c771fa___FREC_Scab 3038_final_masked.jpg,1,28083,5150.5,1229.040754
3,668dfffb-b15e-4226-92fb-d7a2795821e0___JR_FrgE.S 2794_final_masked.jpg,1,184.5,3,1342.319972
4,669c0bde-c75a-4495-92ea-e7d6be6de1bc___FREC_C.Rust 4410_final_masked.jpg,1,195.5,74,1302.118962
5,66fab3e4-d6e3-4a6d-aff0-4fe011ef8eb3___FREC_Scab 3153_final_masked.jpg,1,175,0,1296.881373
6,670efd0e-9a5e-44db-bd5a-4ffb5c5e5a7d___FREC_Scab 3108_final_masked.jpg,1,131.5,0,1165.158504
7,67281292-f15a-4157-b531-395f3844e6ce___JR_FrgE.S 2792_final_masked.jpg,1,35934,655,1342.898618
